'sample interval','BP'
21371,90.448
21372,90.319
21373,89.930
21374,90.060
21375,90.578
21376,90.708
21377,91.226
21378,91.615
21379,91.744
21380,92.522
21381,92.651
21382,93.170
21383,93.688
21384,94.077
21385,94.206
21386,94.725
21387,95.113
21388,95.243
21389,95.372
21390,95.372
21391,95.502
21392,95.243
21393,95.243
21394,95.113
21395,94.984
21396,94.465
21397,94.206
21398,93.688
21399,93.170
21400,92.781
21401,92.392
21402,91.874
21403,91.226
21404,91.096
21405,90.448
21406,89.930
21407,89.412
21408,88.893
21409,88.505
21410,87.986
21411,87.468
21412,87.209
21413,86.431
21414,86.043
21415,85.524
21416,85.654
21417,85.135
21418,85.006
21419,84.358
21420,84.228
21421,83.969
21422,83.840
21423,83.192
21424,83.451
21425,83.321
21426,83.192
21427,82.803
21428,82.673
21429,82.155
21430,82.155
21431,82.155
21432,82.285
21433,81.766
21434,81.766
21435,81.637
21436,81.248
21437,81.248
21438,80.989
21439,81.248
21440,81.118
21441,80.730
21442,80.600
21443,80.471
21444,80.211
21445,79.952
21446,79.952
21447,79.952
21448,79.563
21449,79.563
21450,79.304
21451,78.916
21452,78.656
21453,78.656
21454,78.527
21455,78.656
21456,78.008
21457,77.879
21458,77.620
21459,77.620
21460,77.101
21461,77.101
21462,76.842
21463,76.713
21464,76.583
21465,75.935
21466,76.324
21467,75.935
21468,75.676
21469,75.546
21470,75.546
21471,75.028
21472,75.028
21473,74.510
21474,74.510
21475,74.510
21476,74.510
21477,74.121
21478,73.862
21479,73.862
21480,73.862
21481,73.473
21482,73.344
21483,73.214
21484,72.955
21485,73.084
21486,72.696
21487,72.955
21488,72.955
21489,72.955
21490,73.214
21491,73.473
21492,73.732
21493,74.769
21494,75.806
21495,77.101
21496,79.434
21497,81.896
21498,84.358
21499,87.727
21500,90.708
21501,93.947
21502,97.316
21503,100.945
21504,104.573
21505,108.201
21506,111.959
21507,115.328
21508,118.956
21509,121.678
21510,124.658
21511,126.991
21512,129.193
21513,131.137
21514,132.563
21515,133.599
21516,134.247
21517,134.377
21518,134.506
21519,134.118
21520,133.210
21521,132.433
21522,131.137
21523,129.582
21524,128.027
21525,126.602
21526,124.917
21527,123.233
21528,121.419
21529,120.123
21530,118.568
21531,116.883
21532,115.717
21533,114.162
21534,113.384
21535,112.348
21536,111.570
21537,111.311
21538,110.534
21539,110.534
21540,109.886
21541,109.756
21542,109.627
21543,109.238
21544,109.756
21545,109.627
21546,109.756
21547,110.145
21548,110.015
21549,110.274
21550,110.274
21551,110.274
21552,110.534
21553,110.015
21554,110.145
21555,109.756
21556,108.979
21557,108.331
21558,107.683
21559,106.646
21560,105.609
21561,104.573
21562,103.277
21563,102.111
21564,101.074
21565,99.908
21566,99.001
21567,98.094
21568,96.798
21569,96.409
21570,95.761
21571,95.113
21572,94.465
21573,94.206
21574,94.336
21575,94.336
21576,94.206
21577,94.077
21578,94.206
21579,94.725
21580,94.854
21581,94.984
21582,95.632
21583,95.632
21584,96.280
21585,96.668
21586,96.798
21587,97.316
21588,97.187
21589,97.446
21590,97.835
21591,97.835
21592,97.705
21593,97.835
21594,97.705
21595,97.705
21596,97.316
21597,97.316
21598,96.798
21599,96.668
21600,96.020
21601,95.632
21602,95.372
21603,95.113
21604,94.465
21605,94.077
21606,93.558
21607,93.299
21608,92.651
21609,92.003
21610,91.615
21611,91.096
21612,90.708
21613,90.189
21614,89.930
21615,89.541
21616,89.023
21617,88.505
21618,88.375
21619,87.857
21620,87.598
21621,87.338
21622,86.950
21623,86.431
21624,86.302
21625,86.043
21626,85.913
21627,85.395
21628,85.395
21629,85.135
21630,85.006
21631,84.488
21632,84.488
21633,84.358
21634,84.228
21635,83.710
21636,83.581
21637,83.321
21638,83.192
21639,82.673
21640,82.673
21641,82.544
21642,82.673
21643,81.766
21644,82.026
21645,81.766
21646,81.766
21647,81.507
21648,81.507
21649,81.248
21650,81.248
21651,81.118
21652,80.859
21653,80.730
21654,80.730
21655,80.471
21656,80.730
21657,79.952
21658,79.823
21659,79.693
21660,79.563
21661,79.304
21662,79.045
21663,79.045
21664,79.045
21665,78.656
21666,78.397
21667,78.397
21668,78.008
21669,77.749
21670,78.008
21671,77.620
21672,77.231
21673,77.101
21674,77.101
21675,76.713
21676,76.713
21677,76.583
21678,76.194
21679,76.324
21680,75.935
21681,75.676
21682,75.806
21683,75.287
21684,75.158
21685,74.899
21686,74.899
21687,74.769
21688,74.510
21689,74.380
21690,74.380
21691,74.510
21692,73.991
21693,74.510
21694,74.510
21695,75.158
21696,75.676
21697,76.842
21698,78.138
21699,80.211
21700,82.285
21701,85.395
21702,87.986
21703,90.967
21704,94.336
21705,97.964
21706,101.463
21707,104.832
21708,108.979
21709,112.477
21710,115.976
21711,119.345
21712,122.585
21713,125.695
21714,128.416
21715,130.489
21716,132.692
21717,134.506
21718,135.673
21719,136.191
21720,136.580
21721,136.709
21722,136.709
21723,135.802
21724,135.284
21725,134.118
21726,132.951
21727,131.008
21728,129.841
21729,128.157
21730,126.343
21731,125.306
21732,124.010
21733,122.196
21734,121.030
21735,119.734
21736,118.568
21737,117.790
21738,116.754
21739,115.976
21740,115.458
21741,115.328
21742,114.810
21743,114.551
21744,114.162
21745,114.162
21746,114.032
21747,114.291
21748,114.421
21749,114.421
21750,114.939
21751,114.939
21752,115.069
21753,115.199
21754,115.458
21755,115.199
21756,115.069
21757,115.199
21758,114.680
21759,114.162
21760,113.644
21761,112.866
21762,111.829
21763,110.793
21764,109.497
21765,108.460
21766,107.294
21767,105.998
21768,104.962
21769,103.277
21770,102.240
21771,101.074
21772,100.297
21773,99.260
21774,98.482
21775,97.835
21776,96.927
21777,96.668
21778,96.280
21779,96.280
21780,96.150
21781,96.150
21782,96.280
21783,96.280
21784,96.409
21785,96.668
21786,96.927
21787,97.316
21788,97.575
21789,98.353
21790,98.223
21791,98.482
21792,98.871
21793,99.001
21794,99.130
21795,99.260
21796,99.519
21797,99.519
21798,99.001
21799,99.390
21800,99.390
21801,99.130
21802,98.742
21803,98.742
21804,98.353
21805,97.964
21806,97.835
21807,97.187
21808,96.927
21809,96.280
21810,95.891
21811,95.502
21812,94.854
21813,94.465
21814,94.077
21815,93.429
21816,93.170
21817,92.651
21818,92.522
21819,91.874
21820,91.485
21821,91.096
21822,90.708
21823,90.060
21824,89.671
21825,89.282
21826,89.023
21827,88.505
21828,88.375
21829,87.986
21830,87.727
21831,87.468
21832,87.079
21833,86.690
21834,86.690
21835,86.561
21836,86.043
21837,85.913
21838,85.783
21839,85.395
21840,84.876
21841,85.135
21842,84.876
21843,84.358
21844,84.358
21845,84.099
21846,84.228
21847,83.840
21848,83.451
21849,83.321
21850,83.192
21851,82.803
21852,82.803
21853,82.673
21854,82.544
21855,82.285
21856,82.285
21857,82.026
21858,82.155
21859,81.766
21860,81.378
21861,81.248
21862,81.118
21863,81.118
21864,81.118
21865,80.600
21866,80.730
21867,80.730
21868,80.341
21869,80.082
21870,80.211
21871,79.693
21872,79.693
21873,79.693
21874,79.175
21875,78.916
21876,79.045
21877,78.656
21878,78.397
21879,78.138
21880,78.008
21881,77.620
21882,77.620
21883,77.620
21884,77.101
21885,77.101
21886,76.583
21887,76.324
21888,76.453
21889,76.065
21890,75.806
21891,75.417
21892,75.546
21893,75.417
21894,75.158
21895,75.028
21896,74.899
21897,74.639
21898,74.251
21899,74.380
21900,74.251
21901,74.121
21902,74.121
21903,73.991
21904,73.862
21905,74.121
21906,74.510
21907,75.158
21908,76.194
21909,77.101
21910,78.397
21911,80.600
21912,82.285
21913,85.395
21914,88.375
21915,91.355
21916,94.725
21917,98.353
21918,101.592
21919,105.221
21920,108.719
21921,112.477
21922,115.846
21923,119.216
21924,122.196
21925,125.306
21926,127.509
21927,129.712
21928,131.526
21929,133.081
21930,134.506
21931,134.895
21932,135.154
21933,135.154
21934,134.636
21935,134.118
21936,132.951
21937,131.915
21938,130.878
21939,129.193
21940,127.898
21941,126.343
21942,124.788
21943,123.233
21944,121.678
21945,120.252
21946,119.086
21947,117.920
21948,116.754
21949,116.106
21950,115.199
21951,114.421
21952,113.903
21953,113.384
21954,112.996
21955,112.737
21956,112.866
21957,112.737
21958,112.477
21959,112.607
21960,112.866
21961,112.737
21962,113.255
21963,113.255
21964,113.514
21965,113.125
21966,113.384
21967,113.514
21968,113.255
21969,112.866
21970,112.737
21971,111.829
21972,111.052
21973,109.886
21974,109.108
21975,107.812
21976,106.387
21977,105.739
21978,104.054
21979,103.018
21980,101.592
21981,100.685
21982,99.519
21983,98.871
21984,97.835
21985,97.316
21986,96.668
21987,96.280
21988,95.761
21989,95.372
21990,94.984
21991,94.984
21992,95.243
21993,95.243
21994,95.243
21995,95.502
21996,95.891
21997,96.020
21998,96.409
21999,96.668
22000,96.927
22001,97.575
22002,97.446
22003,97.835
22004,98.094
22005,98.223
22006,98.482
22007,98.223
22008,98.353
22009,98.353
22010,98.353
22011,98.223
22012,97.964
22013,97.835
22014,97.835
22015,97.057
22016,96.927
22017,96.798
22018,96.280
22019,95.761
22020,95.372
22021,94.984
22022,94.595
22023,94.206
22024,93.688
22025,93.170
22026,92.781
22027,92.263
22028,91.874
22029,91.485
22030,90.967
22031,90.837
22032,90.060
22033,89.671
22034,89.412
22035,89.023
22036,88.764
22037,88.375
22038,87.986
22039,87.857
22040,87.468
22041,86.950
22042,87.079
22043,86.690
22044,86.302
22045,86.172
22046,86.043
22047,85.395
22048,85.395
22049,85.006
22050,85.006
22051,84.876
22052,84.488
22053,84.488
22054,84.099
22055,83.969
22056,83.710
22057,83.581
22058,83.451
22059,83.321
22060,83.321
22061,82.803
22062,82.803
22063,82.544
22064,82.414
22065,82.285
22066,82.155
22067,81.896
22068,81.766
22069,81.507
22070,81.378
22071,80.859
22072,80.989
22073,80.730
22074,80.730
22075,80.600
22076,80.211
22077,80.211
22078,79.952
22079,79.693
22080,79.304
22081,79.175
22082,78.786
22083,78.656
22084,78.656
22085,78.138
22086,78.008
22087,78.138
22088,78.008
22089,77.620
22090,77.231
22091,77.490
22092,77.101
22093,76.713
22094,76.972
22095,76.324
22096,76.453
22097,76.324
22098,76.065
22099,76.065
22100,75.806
22101,75.546
22102,75.546
22103,75.546
22104,75.546
22105,75.417
22106,75.028
22107,75.287
22108,75.028
22109,75.028
22110,74.769
22111,74.899
22112,74.639
22113,74.899
22114,75.028
22115,75.417
22116,76.453
22117,77.361
22118,79.045
22119,80.471
22120,82.414
22121,85.395
22122,87.986
22123,90.837
22124,93.688
22125,96.927
22126,99.908
22127,103.536
22128,106.646
22129,110.145
22130,112.996
22131,116.235
22132,118.956
22133,121.419
22134,123.492
22135,125.436
22136,127.250
22137,128.416
22138,129.453
22139,129.971
22140,129.971
22141,129.841
22142,129.193
22143,128.675
22144,127.768
22145,126.343
22146,125.176
22147,123.751
22148,122.066
22149,120.641
22150,118.827
22151,117.142
22152,115.846
22153,114.032
22154,112.737
22155,111.441
22156,110.404
22157,108.979
22158,108.072
22159,107.424
22160,106.517
22161,105.869
22162,105.480
22163,105.221
22164,104.573
22165,104.184
22166,104.443
22167,104.184
22168,104.054
22169,104.314
22170,104.054
22171,103.925
22172,103.536
22173,103.277
22174,103.018
22175,102.111
22176,101.981
22177,101.204
22178,99.908
22179,99.130
22180,98.482
22181,97.316
22182,96.280
22183,95.113
22184,94.725
22185,94.206
22186,93.170
22187,92.781
22188,92.392
22189,91.874
22190,91.615
22191,91.615
22192,91.355
22193,91.485
22194,91.615
22195,91.615
22196,92.003
22197,92.133
22198,92.651
22199,93.170
22200,93.688
22201,94.206
22202,94.465
22203,94.725
22204,95.113
22205,95.761
22206,95.891
22207,95.761
22208,96.280
22209,96.539
22210,96.539
22211,96.280
22212,96.409
22213,96.280
22214,96.020
22215,95.891
22216,95.761
22217,95.372
22218,94.854
22219,94.465
22220,93.947
22221,93.558
22222,92.781
22223,92.392
22224,92.003
22225,91.615
22226,90.837
22227,90.189
22228,90.060
22229,89.412
22230,89.153
22231,89.023
22232,87.986
22233,87.986
22234,87.857
22235,87.468
22236,86.950
22237,86.950
22238,86.561
22239,86.172
22240,86.172
22241,86.043
22242,85.783
22243,85.395
22244,85.265
22245,84.876
22246,85.265
22247,84.747
22248,84.617
22249,84.488
22250,84.488
22251,83.840
22252,83.969
22253,83.581
22254,83.710
22255,83.840
22256,83.321
22257,83.321
22258,83.192
22259,83.321
22260,82.933
22261,82.673
22262,82.414
22263,82.414
22264,82.544
22265,81.766
22266,82.285
22267,82.026
22268,81.766
22269,81.507
22270,81.248
22271,80.989
22272,80.730
22273,80.730
22274,80.730
22275,80.341
22276,80.211
22277,79.952
22278,79.693
22279,79.304
22280,79.304
22281,79.045
22282,78.916
22283,78.656
22284,78.397
22285,78.397
22286,78.138
22287,77.879
22288,77.620
22289,77.620
22290,77.620
22291,77.101
22292,77.231
22293,76.583
22294,76.583
22295,76.583
22296,76.583
22297,76.324
22298,76.065
22299,75.935
22300,75.676
22301,75.546
22302,75.546
22303,75.676
22304,75.158
22305,75.028
22306,75.287
22307,74.769
22308,75.028
22309,75.028
22310,74.899
22311,75.028
22312,74.510
22313,74.769
22314,75.028
22315,75.158
22316,75.417
22317,76.324
22318,77.620
22319,79.045
22320,81.248
22321,82.933
22322,85.524
22323,88.375
22324,91.615
22325,94.725
22326,97.835
22327,101.463
22328,104.573
22329,108.072
22330,111.311
22331,114.939
22332,117.661
22333,120.641
22334,123.233
22335,125.565
22336,127.509
22337,129.323
22338,130.360
22339,131.137
22340,131.526
22341,131.656
22342,131.526
22343,131.137
22344,130.489
22345,129.323
22346,128.286
22347,126.472
22348,125.436
22349,123.492
22350,122.326
22351,120.641
22352,119.086
22353,117.013
22354,115.976
22355,114.551
22356,113.384
22357,111.959
22358,111.182
22359,110.274
22360,109.497
22361,108.849
22362,108.201
22363,107.942
22364,107.683
22365,107.553
22366,107.424
22367,107.424
22368,107.553
22369,107.553
22370,107.553
22371,107.683
22372,107.553
22373,107.683
22374,107.424
22375,107.424
22376,107.035
22377,106.517
22378,106.128
22379,105.221
22380,104.443
22381,103.536
22382,102.370
22383,101.463
22384,100.426
22385,99.390
22386,98.353
22387,97.446
22388,96.668
22389,95.891
22390,95.243
22391,94.725
22392,94.206
22393,93.947
22394,93.688
22395,93.558
22396,93.688
22397,93.558
22398,93.688
22399,94.077
22400,94.336
22401,94.854
22402,95.113
22403,95.502
22404,95.761
22405,96.409
22406,96.798
22407,96.798
22408,97.316
22409,97.705
22410,97.835
22411,97.964
22412,98.353
22413,98.223
22414,98.094
22415,97.835
22416,97.705
22417,97.575
22418,97.316
22419,96.668
22420,96.280
22421,96.020
22422,95.372
22423,95.243
22424,94.725
22425,94.206
22426,93.558
22427,93.299
22428,92.651
22429,92.133
22430,91.744
22431,91.355
22432,90.837
22433,90.319
22434,90.060
22435,89.541
22436,89.023
22437,88.893
22438,88.505
22439,88.116
22440,87.727
22441,87.468
22442,87.209
22443,86.950
22444,86.561
22445,86.431
22446,86.172
22447,85.783
22448,85.913
22449,85.395
22450,85.395
22451,85.135
22452,84.358
22453,84.488
22454,84.747
22455,84.228
22456,84.099
22457,83.840
22458,83.581
22459,83.581
22460,83.321
22461,82.803
22462,82.933
22463,82.803
22464,82.673
22465,82.673
22466,82.803
22467,82.414
22468,82.285
22469,81.896
22470,82.026
22471,82.026
22472,81.766
22473,81.507
22474,81.248
22475,81.118
22476,81.248
22477,80.859
22478,80.730
22479,80.471
22480,80.341
22481,80.341
22482,79.952
22483,79.563
22484,79.952
22485,79.693
22486,79.434
22487,79.175
22488,79.045
22489,78.786
22490,78.656
22491,78.397
22492,78.138
22493,77.749
22494,78.138
22495,77.620
22496,77.620
22497,77.101
22498,77.101
22499,76.713
22500,76.583
22501,76.583
22502,76.583
22503,76.065
22504,76.065
22505,75.676
22506,75.287
22507,75.287
22508,75.417
22509,75.028
22510,75.158
22511,74.899
22512,75.028
22513,74.899
22514,74.510
22515,75.028
22516,75.287
22517,75.546
22518,75.546
22519,76.713
22520,78.008
22521,79.823
22522,81.766
22523,84.228
22524,86.690
22525,89.800
22526,93.170
22527,96.668
22528,99.778
22529,103.407
22530,107.294
22531,111.052
22532,114.162
22533,117.790
22534,121.159
22535,124.269
22536,126.861
22537,129.193
22538,131.396
22539,133.081
22540,134.506
22541,135.543
22542,136.191
22543,136.450
22544,136.061
22545,135.673
22546,135.025
22547,134.118
22548,132.692
22549,131.526
22550,129.971
22551,128.675
22552,127.379
22553,125.565
22554,124.399
22555,122.973
22556,121.807
22557,120.511
22558,119.604
22559,118.956
22560,118.049
22561,117.142
22562,116.494
22563,115.976
22564,116.106
22565,115.587
22566,115.458
22567,115.587
22568,115.458
22569,115.717
22570,115.717
22571,116.106
22572,116.365
22573,116.754
22574,116.494
22575,117.013
22576,117.013
22577,117.272
22578,117.142
22579,117.013
22580,117.142
22581,116.494
22582,115.976
22583,115.587
22584,114.551
22585,113.644
22586,112.348
22587,111.311
22588,110.274
22589,108.719
22590,107.294
22591,105.998
22592,104.832
22593,103.536
22594,102.500
22595,101.333
22596,100.556
22597,99.778
22598,99.130
22599,98.223
22600,97.835
22601,97.705
22602,97.316
22603,96.927
22604,97.316
22605,97.316
22606,97.446
22607,97.575
22608,98.094
22609,97.835
22610,98.742
22611,98.353
22612,99.130
22613,99.519
22614,99.519
22615,100.037
22616,100.167
22617,100.556
22618,100.426
22619,100.556
22620,100.685
22621,100.556
22622,100.556
22623,100.297
22624,100.297
22625,99.908
22626,99.778
22627,99.519
22628,99.001
22629,98.742
22630,98.353
22631,97.835
22632,97.446
22633,96.798
22634,96.668
22635,96.150
22636,95.243
22637,94.984
22638,94.854
22639,94.206
22640,93.688
22641,93.170
22642,92.651
22643,92.263
22644,91.744
22645,91.744
22646,91.096
22647,90.967
22648,90.578
22649,90.189
22650,89.930
22651,89.541
22652,89.282
22653,88.634
22654,88.634
22655,88.505
22656,88.245
22657,87.727
22658,87.338
22659,87.209
22660,86.950
22661,86.950
22662,86.950
22663,86.431
22664,86.302
22665,86.043
22666,85.783
22667,85.654
22668,85.395
22669,85.395
22670,85.006
22671,84.876
22672,84.876
22673,84.747
22674,84.488
22675,84.358
22676,84.228
22677,84.099
22678,83.710
22679,83.710
22680,83.451
22681,83.321
22682,83.192
22683,83.321
22684,83.192
22685,82.544
22686,82.414
22687,82.285
22688,81.896
22689,81.766
22690,81.766
22691,81.248
22692,81.766
22693,80.859
22694,80.859
22695,80.730
22696,80.600
22697,80.211
22698,80.211
22699,79.823
22700,79.693
22701,79.693
22702,79.563
22703,79.045
22704,78.916
22705,78.786
22706,78.656
22707,78.138
22708,78.138
22709,78.008
22710,77.749
22711,77.490
22712,77.490
22713,77.231
22714,77.101
22715,76.972
22716,76.713
22717,76.453
22718,76.842
22719,76.453
22720,76.324
22721,76.324
22722,76.583
22723,76.972
22724,77.101
22725,77.879
22726,79.045
22727,80.600
22728,82.285
22729,84.617
22730,87.079
22731,89.800
22732,93.170
22733,96.280
22734,99.778
22735,102.888
22736,106.387
22737,110.145
22738,113.514
22739,117.142
22740,120.252
22741,123.103
22742,125.824
22743,128.157
22744,130.489
22745,132.044
22746,133.470
22747,134.506
22748,135.154
22749,135.543
22750,135.543
22751,135.154
22752,134.377
22753,133.599
22754,132.563
22755,131.526
22756,129.712
22757,128.546
22758,127.120
22759,125.565
22760,124.399
22761,122.973
22762,121.937
22763,120.641
22764,119.604
22765,118.956
22766,117.790
22767,117.142
22768,116.494
22769,116.365
22770,115.458
22771,115.587
22772,115.458
22773,115.587
22774,115.328
22775,115.458
22776,115.587
22777,115.976
22778,115.976
22779,116.235
22780,116.365
22781,116.494
22782,116.494
22783,116.365
22784,116.365
22785,116.494
22786,116.106
22787,115.458
22788,115.069
22789,114.162
22790,113.255
22791,111.959
22792,110.922
22793,109.886
22794,108.590
22795,107.164
22796,105.609
22797,104.573
22798,103.407
22799,102.240
22800,100.945
22801,100.426
22802,99.519
22803,98.742
22804,98.223
22805,97.575
22806,97.316
22807,97.057
22808,96.668
22809,96.668
22810,96.539
22811,96.668
22812,96.668
22813,96.927
22814,97.187
22815,97.316
22816,97.575
22817,97.835
22818,98.353
22819,98.482
22820,98.871
22821,99.001
22822,99.260
22823,99.390
22824,99.649
22825,99.390
22826,100.037
22827,99.390
22828,99.390
22829,99.001
22830,99.001
22831,99.130
22832,98.482
22833,98.612
22834,98.094
22835,97.705
22836,97.187
22837,96.668
22838,96.668
22839,95.761
22840,95.632
22841,94.984
22842,94.465
22843,94.206
22844,93.818
22845,93.170
22846,92.651
22847,92.263
22848,91.874
22849,91.485
22850,91.096
22851,91.096
22852,90.448
22853,90.060
22854,89.930
22855,89.153
22856,89.023
22857,88.634
22858,88.505
22859,87.986
22860,87.727
22861,87.468
22862,87.079
22863,86.950
22864,86.690
22865,86.561
22866,86.172
22867,86.302
22868,85.783
22869,85.654
22870,85.395
22871,85.395
22872,85.006
22873,84.617
22874,84.488
22875,84.228
22876,84.228
22877,84.228
22878,83.710
22879,83.840
22880,82.933
22881,83.321
22882,83.192
22883,83.192
22884,82.803
22885,82.544
22886,82.544
22887,82.285
22888,82.285
22889,82.026
22890,81.896
22891,81.766
22892,81.378
22893,81.507
22894,81.248
22895,80.730
22896,80.859
22897,80.730
22898,80.341
22899,79.952
22900,79.952
22901,79.823
22902,79.693
22903,79.175
22904,79.175
22905,78.656
22906,78.786
22907,78.527
22908,78.397
22909,78.008
22910,77.749
22911,77.749
22912,77.231
22913,77.231
22914,77.101
22915,76.842
22916,76.713
22917,76.583
22918,76.453
22919,76.194
22920,76.065
22921,75.935
22922,75.806
22923,75.546
22924,75.287
22925,75.158
22926,75.287
22927,75.028
22928,74.899
22929,74.769
22930,74.899
22931,74.899
22932,75.028
22933,75.028
22934,75.417
22935,75.935
22936,77.361
22937,78.268
22938,80.211
22939,82.285
22940,84.617
22941,87.209
22942,90.060
22943,92.910
22944,96.150
22945,99.260
22946,102.370
22947,105.609
22948,109.108
22949,111.829
22950,114.939
22951,117.920
22952,120.641
22953,122.714
22954,124.788
22955,126.472
22956,128.027
22957,128.675
22958,129.453
22959,129.971
22960,129.453
22961,129.582
22962,128.934
22963,128.157
22964,126.861
22965,125.695
22966,124.269
22967,122.973
22968,121.289
22969,119.864
22970,118.438
22971,117.013
22972,115.458
22973,114.291
22974,112.996
22975,111.959
22976,111.052
22977,110.015
22978,109.497
22979,108.590
22980,108.201
22981,107.683
22982,107.424
22983,107.424
22984,107.164
22985,106.905
22986,107.035
22987,107.164
22988,107.035
22989,107.164
22990,107.035
22991,107.035
22992,107.035
22993,106.646
22994,106.257
22995,105.609
22996,105.091
22997,104.443
22998,103.666
22999,102.370
23000,101.204
23001,100.426
23002,99.130
23003,97.964
23004,96.798
23005,95.891
23006,94.984
23007,94.206
23008,93.170
23009,92.781
23010,92.263
23011,91.744
23012,91.615
23013,91.615
23014,91.615
23015,91.744
23016,91.615
23017,91.874
23018,92.263
23019,92.781
23020,92.910
23021,93.558
23022,94.206
23023,94.336
23024,94.725
23025,95.113
23026,95.761
23027,95.761
23028,96.150
23029,96.409
23030,96.409
23031,96.280
23032,96.409
23033,96.409
23034,96.280
23035,95.761
23036,95.891
23037,95.372
23038,95.113
23039,94.206
23040,94.206
23041,93.688
23042,93.558
23043,92.781
23044,92.651
23045,91.744
23046,91.355
23047,91.096
23048,90.448
23049,90.060
23050,89.541
23051,89.023
23052,88.505
23053,88.116
23054,87.598
23055,87.598
23056,86.950
23057,86.950
23058,86.172
23059,86.043
23060,85.913
23061,85.265
23062,85.006
23063,85.006
23064,85.006
23065,84.617
23066,84.358
23067,84.228
23068,84.228
23069,83.840
23070,83.321
23071,83.321
23072,83.062
23073,82.933
23074,82.803
23075,82.673
23076,82.544
23077,82.285
23078,82.414
23079,82.285
23080,82.026
23081,81.896
23082,81.766
23083,81.766
23084,81.378
23085,81.637
23086,81.248
23087,80.730
23088,80.600
23089,80.859
23090,80.600
23091,80.211
23092,79.823
23093,79.693
23094,79.693
23095,79.434
23096,79.045
23097,78.786
23098,78.656
23099,78.138
23100,78.138
23101,77.879
23102,77.620
23103,77.620
23104,77.490
23105,77.101
23106,76.583
23107,76.453
23108,76.324
23109,76.324
23110,76.194
23111,75.806
23112,75.676
23113,75.546
23114,75.676
23115,75.546
23116,75.028
23117,75.028
23118,75.028
23119,75.028
23120,74.769
23121,75.028
23122,74.510
23123,74.639
23124,74.510
23125,74.121
23126,74.380
23127,74.251
23128,74.121
23129,74.121
23130,73.991
23131,73.862
23132,73.991
23133,73.991
23134,74.510
23135,75.158
23136,75.935
23137,77.101
23138,79.175
23139,80.730
23140,83.321
23141,85.654
23142,88.375
23143,91.615
23144,94.725
23145,97.835
23146,100.945
23147,104.184
23148,107.553
23149,110.274
23150,113.644
23151,116.494
23152,119.086
23153,121.289
23154,123.362
23155,125.047
23156,126.343
23157,127.379
23158,128.027
23159,128.416
23160,128.286
23161,128.027
23162,127.509
23163,126.731
23164,125.695
23165,124.269
23166,123.233
23167,122.066
23168,120.252
23169,118.568
23170,117.142
23171,115.587
23172,114.421
23173,113.125
23174,111.829
23175,110.663
23176,109.756
23177,108.719
23178,107.942
23179,107.164
23180,106.646
23181,106.257
23182,106.128
23183,105.350
23184,105.480
23185,105.091
23186,105.091
23187,105.221
23188,105.091
23189,105.350
23190,105.091
23191,104.962
23192,104.702
23193,104.702
23194,104.314
23195,103.666
23196,103.147
23197,102.500
23198,101.463
23199,100.945
23200,99.778
23201,98.871
23202,97.835
23203,96.927
23204,96.020
23205,95.372
23206,94.336
23207,93.947
23208,93.299
23209,92.781
23210,92.392
23211,92.392
23212,91.615
23213,92.003
23214,92.392
23215,92.133
23216,92.003
23217,92.522
23218,93.040
23219,93.170
23220,93.558
23221,93.947
23222,94.465
23223,94.984
23224,95.243
23225,95.372
23226,95.761
23227,95.891
23228,96.020
23229,96.280
23230,96.280
23231,96.280
23232,96.280
23233,96.020
23234,95.761
23235,95.502
23236,95.372
23237,94.725
23238,94.595
23239,94.206
23240,93.688
23241,93.170
23242,92.781
23243,92.522
23244,91.874
23245,91.355
23246,90.837
23247,90.448
23248,90.189
23249,89.541
23250,89.023
23251,88.764
23252,87.986
23253,87.986
23254,87.598
23255,87.209
23256,86.950
23257,86.690
23258,86.043
23259,85.913
23260,85.395
23261,85.265
23262,85.006
23263,84.876
23264,84.617
23265,84.228
23266,83.969
23267,83.840
23268,83.710
23269,83.321
23270,83.321
23271,82.933
23272,83.192
23273,82.803
23274,82.803
23275,82.544
23276,82.673
23277,82.285
23278,82.285
23279,82.026
23280,81.766
23281,81.507
23282,81.507
23283,81.248
23284,81.248
23285,81.248
23286,80.989
23287,80.730
23288,80.471
23289,80.471
23290,80.211
23291,80.082
23292,79.952
23293,79.952
23294,79.304
23295,79.175
23296,79.045
23297,78.916
23298,78.916
23299,78.656
23300,78.397
23301,78.397
23302,78.138
23303,78.138
23304,77.620
23305,77.620
23306,77.231
23307,77.101
23308,76.583
23309,76.583
23310,76.583
23311,76.583
23312,76.065
23313,75.935
23314,75.676
23315,75.546
23316,75.546
23317,75.287
23318,74.899
23319,74.899
23320,74.769
23321,74.380
23322,74.510
23323,74.380
23324,74.380
23325,74.380
23326,74.380
23327,74.251
23328,74.251
23329,74.510
23330,74.899
23331,75.676
23332,76.713
23333,78.138
23334,80.082
23335,82.414
23336,85.395
23337,87.598
23338,91.096
23339,94.465
23340,98.094
23341,101.463
23342,104.962
23343,108.201
23344,111.829
23345,115.069
23346,118.179
23347,121.159
23348,123.881
23349,125.824
23350,128.027
23351,129.971
23352,131.008
23353,132.044
23354,132.563
23355,132.563
23356,132.822
23357,132.433
23358,131.785
23359,130.748
23360,129.971
23361,128.675
23362,127.379
23363,126.083
23364,124.788
23365,123.233
23366,121.937
23367,120.511
23368,119.604
