'Elapsed time','SO2'
'0:49.176',92.277
'0:49.180',92.155
'0:49.184',92.033
'0:49.188',92.155
'0:49.192',92.277
'0:49.196',92.155
'0:49.200',91.971
'0:49.204',92.155
'0:49.208',92.277
'0:49.212',92.277
'0:49.216',92.094
'0:49.220',92.216
'0:49.224',92.155
'0:49.228',92.155
'0:49.232',92.155
'0:49.236',92.277
'0:49.240',92.155
'0:49.244',92.094
'0:49.248',92.216
'0:49.252',92.216
'0:49.256',92.155
'0:49.260',92.155
'0:49.264',92.338
'0:49.268',92.155
'0:49.272',92.216
'0:49.276',92.216
'0:49.280',92.338
'0:49.284',92.094
'0:49.288',92.155
'0:49.292',92.338
'0:49.296',92.338
'0:49.300',92.155
'0:49.304',92.155
'0:49.308',92.400
'0:49.312',92.216
'0:49.316',92.155
'0:49.320',92.155
'0:49.324',92.216
'0:49.328',92.155
'0:49.332',92.277
'0:49.336',92.216
'0:49.340',92.155
'0:49.344',92.155
'0:49.348',92.216
'0:49.352',92.216
'0:49.356',92.155
'0:49.360',92.216
'0:49.364',92.155
'0:49.368',92.155
'0:49.372',92.033
'0:49.376',92.277
'0:49.380',92.277
'0:49.384',92.094
'0:49.388',92.155
'0:49.392',92.400
'0:49.396',92.216
'0:49.400',92.094
'0:49.404',92.216
'0:49.408',92.400
'0:49.412',92.216
'0:49.416',92.094
'0:49.420',92.216
'0:49.424',92.216
'0:49.428',92.155
'0:49.432',92.155
'0:49.436',92.400
'0:49.440',92.216
'0:49.444',92.155
'0:49.448',92.216
'0:49.452',92.155
'0:49.456',92.155
'0:49.460',92.155
'0:49.464',92.338
'0:49.468',92.155
'0:49.472',92.094
'0:49.476',92.155
'0:49.480',92.338
'0:49.484',92.094
'0:49.488',92.094
'0:49.492',92.277
'0:49.496',92.338
'0:49.500',92.155
'0:49.504',92.155
'0:49.508',92.338
'0:49.512',92.216
'0:49.516',92.155
'0:49.520',92.155
'0:49.524',92.216
'0:49.528',92.094
'0:49.532',92.155
'0:49.536',92.155
'0:49.540',92.155
'0:49.544',92.155
'0:49.548',92.277
'0:49.552',92.155
'0:49.556',92.155
'0:49.560',92.277
'0:49.564',92.277
'0:49.568',92.155
'0:49.572',92.155
'0:49.576',92.338
'0:49.580',92.277
'0:49.584',92.155
'0:49.588',92.155
'0:49.592',92.338
'0:49.596',92.216
'0:49.600',92.094
'0:49.604',92.216
'0:49.608',92.400
'0:49.612',92.155
'0:49.616',92.155
'0:49.620',92.338
'0:49.624',92.277
'0:49.628',92.033
'0:49.632',92.094
'0:49.636',92.277
'0:49.640',92.155
'0:49.644',92.155
'0:49.648',92.155
'0:49.652',92.155
'0:49.656',92.094
'0:49.660',92.155
'0:49.664',92.277
'0:49.668',92.155
'0:49.672',92.216
'0:49.676',92.216
'0:49.680',92.338
'0:49.684',92.155
'0:49.688',92.155
'0:49.692',92.216
'0:49.696',92.277
'0:49.700',92.094
'0:49.704',92.155
'0:49.708',92.277
'0:49.712',92.216
'0:49.716',92.277
'0:49.720',92.216
'0:49.724',92.155
'0:49.728',92.033
'0:49.732',92.277
'0:49.736',92.216
'0:49.740',92.155
'0:49.744',92.155
'0:49.748',92.277
'0:49.752',92.155
'0:49.756',92.155
'0:49.760',92.277
'0:49.764',92.277
'0:49.768',92.155
'0:49.772',92.155
'0:49.776',92.400
'0:49.780',92.216
'0:49.784',92.155
'0:49.788',92.155
'0:49.792',92.400
'0:49.796',92.277
'0:49.800',92.094
'0:49.804',92.155
'0:49.808',92.277
'0:49.812',92.155
'0:49.816',92.155
'0:49.820',92.400
'0:49.824',92.216
'0:49.828',91.971
'0:49.832',92.094
'0:49.836',92.338
'0:49.840',92.155
'0:49.844',92.155
'0:49.848',92.155
'0:49.852',92.216
'0:49.856',92.216
'0:49.860',92.216
'0:49.864',92.277
'0:49.868',92.155
'0:49.872',92.216
'0:49.876',92.277
'0:49.880',92.277
'0:49.884',92.094
'0:49.888',92.155
'0:49.892',92.277
'0:49.896',92.155
'0:49.900',92.155
'0:49.904',92.155
'0:49.908',92.155
'0:49.912',92.155
'0:49.916',92.155
'0:49.920',92.277
'0:49.924',92.277
'0:49.928',92.094
'0:49.932',92.216
'0:49.936',92.216
'0:49.940',92.155
'0:49.944',92.155
'0:49.948',92.338
'0:49.952',92.155
'0:49.956',92.155
'0:49.960',92.277
'0:49.964',92.216
'0:49.968',92.094
'0:49.972',92.155
'0:49.976',92.400
'0:49.980',92.277
'0:49.984',92.094
'0:49.988',92.094
'0:49.992',92.338
'0:49.996',92.155
'0:50.000',92.094
'0:50.004',92.155
'0:50.008',92.277
'0:50.012',92.155
'0:50.016',92.155
'0:50.020',92.400
'0:50.024',92.155
'0:50.028',92.094
'0:50.032',92.094
'0:50.036',92.400
'0:50.040',92.155
'0:50.044',92.216
'0:50.048',92.155
'0:50.052',92.277
'0:50.056',92.155
'0:50.060',92.155
'0:50.064',92.216
'0:50.068',92.094
'0:50.072',92.155
'0:50.076',92.216
'0:50.080',92.216
'0:50.084',92.033
'0:50.088',92.094
'0:50.092',92.155
'0:50.096',92.155
'0:50.100',92.094
'0:50.104',92.216
'0:50.108',92.155
'0:50.112',92.155
'0:50.116',92.155
'0:50.120',92.277
'0:50.124',92.155
'0:50.128',92.033
'0:50.132',92.277
'0:50.136',92.155
'0:50.140',92.155
'0:50.144',92.155
'0:50.148',92.277
'0:50.152',92.155
'0:50.156',92.155
'0:50.160',92.277
'0:50.164',92.338
'0:50.168',92.094
'0:50.172',92.094
'0:50.176',92.400
'0:50.180',92.277
'0:50.184',92.094
'0:50.188',92.033
'0:50.192',92.277
'0:50.196',92.155
'0:50.200',92.094
'0:50.204',92.094
'0:50.208',92.216
'0:50.212',92.155
'0:50.216',92.155
'0:50.220',92.216
'0:50.224',92.216
'0:50.228',92.155
'0:50.232',92.277
'0:50.236',92.400
'0:50.240',92.155
'0:50.244',92.216
'0:50.248',92.155
'0:50.252',92.155
'0:50.256',92.094
'0:50.260',92.277
'0:50.264',92.094
'0:50.268',92.155
'0:50.272',92.155
'0:50.276',92.277
'0:50.280',92.277
'0:50.284',92.033
'0:50.288',92.155
'0:50.292',92.155
'0:50.296',92.155
'0:50.300',92.094
'0:50.304',92.216
'0:50.308',92.155
'0:50.312',92.155
'0:50.316',92.155
'0:50.320',92.216
'0:50.324',92.155
'0:50.328',92.094
'0:50.332',92.155
'0:50.336',92.277
'0:50.340',92.216
'0:50.344',92.094
'0:50.348',92.338
'0:50.352',92.155
'0:50.356',92.155
'0:50.360',92.338
'0:50.364',92.277
'0:50.368',92.094
'0:50.372',92.033
'0:50.376',92.400
'0:50.380',92.216
'0:50.384',92.033
'0:50.388',92.094
'0:50.392',92.338
'0:50.396',92.155
'0:50.400',92.155
'0:50.404',92.155
'0:50.408',92.155
'0:50.412',92.155
'0:50.416',92.155
'0:50.420',92.277
'0:50.424',92.155
'0:50.428',92.155
'0:50.432',92.216
'0:50.436',92.216
'0:50.440',92.155
'0:50.444',92.216
'0:50.448',92.155
'0:50.452',92.155
'0:50.456',92.155
'0:50.460',92.338
'0:50.464',92.155
'0:50.468',92.033
'0:50.472',92.033
'0:50.476',92.216
'0:50.480',92.216
'0:50.484',92.094
'0:50.488',92.155
'0:50.492',92.155
'0:50.496',92.094
'0:50.500',92.033
'0:50.504',92.277
'0:50.508',92.155
'0:50.512',92.155
'0:50.516',92.216
'0:50.520',92.338
'0:50.524',92.094
'0:50.528',92.033
'0:50.532',92.216
'0:50.536',92.216
'0:50.540',92.155
'0:50.544',92.155
'0:50.548',92.277
'0:50.552',92.094
'0:50.556',92.155
'0:50.560',92.155
'0:50.564',92.216
'0:50.568',92.094
'0:50.572',92.094
'0:50.576',92.338
'0:50.580',92.277
'0:50.584',92.094
'0:50.588',92.155
'0:50.592',92.338
'0:50.596',92.155
'0:50.600',92.277
'0:50.604',92.155
'0:50.608',92.216
'0:50.612',92.155
'0:50.616',92.155
'0:50.620',92.216
'0:50.624',92.094
'0:50.628',92.155
'0:50.632',92.155
'0:50.636',92.155
'0:50.640',92.155
'0:50.644',92.216
'0:50.648',92.155
'0:50.652',92.094
'0:50.656',91.971
'0:50.660',92.277
'0:50.664',92.155
'0:50.668',92.094
'0:50.672',92.094
'0:50.676',92.216
'0:50.680',92.155
'0:50.684',92.155
'0:50.688',92.155
'0:50.692',92.216
'0:50.696',92.155
'0:50.700',92.094
'0:50.704',92.338
'0:50.708',92.155
'0:50.712',92.155
'0:50.716',92.155
'0:50.720',92.400
'0:50.724',92.155
'0:50.728',92.094
'0:50.732',92.216
'0:50.736',92.216
'0:50.740',92.155
'0:50.744',92.094
'0:50.748',92.277
'0:50.752',92.155
'0:50.756',92.155
'0:50.760',92.216
'0:50.764',92.277
'0:50.768',92.094
'0:50.772',92.216
'0:50.776',92.277
'0:50.780',92.216
'0:50.784',92.155
'0:50.788',92.155
'0:50.792',92.277
'0:50.796',92.155
'0:50.800',92.155
'0:50.804',92.216
'0:50.808',92.216
'0:50.812',92.155
'0:50.816',92.277
'0:50.820',92.155
'0:50.824',92.155
'0:50.828',92.094
'0:50.832',92.155
'0:50.836',92.094
'0:50.840',92.094
'0:50.844',92.277
'0:50.848',92.094
'0:50.852',92.094
'0:50.856',91.910
'0:50.860',92.216
'0:50.864',92.155
'0:50.868',91.971
'0:50.872',92.155
'0:50.876',92.277
'0:50.880',92.155
'0:50.884',92.094
'0:50.888',92.216
'0:50.892',92.216
'0:50.896',92.155
'0:50.900',92.155
'0:50.904',92.338
'0:50.908',92.155
'0:50.912',92.094
'0:50.916',92.094
'0:50.920',92.277
'0:50.924',92.155
'0:50.928',92.033
'0:50.932',92.216
'0:50.936',92.155
'0:50.940',92.155
'0:50.944',92.155
'0:50.948',92.338
'0:50.952',92.155
'0:50.956',91.971
'0:50.960',92.277
'0:50.964',92.277
'0:50.968',91.910
'0:50.972',92.155
'0:50.976',92.216
'0:50.980',92.216
'0:50.984',92.094
'0:50.988',92.216
'0:50.992',92.216
'0:50.996',92.155
'0:51.000',92.216
'0:51.004',92.277
'0:51.008',92.155
'0:51.012',92.094
'0:51.016',92.277
'0:51.020',92.155
'0:51.024',92.155
'0:51.028',92.155
'0:51.032',92.277
'0:51.036',92.155
'0:51.040',92.094
'0:51.044',92.216
'0:51.048',92.155
'0:51.052',92.094
'0:51.056',92.155
'0:51.060',92.400
'0:51.064',92.155
'0:51.068',92.033
'0:51.072',92.155
'0:51.076',92.338
'0:51.080',92.155
'0:51.084',92.094
'0:51.088',92.338
'0:51.092',92.277
'0:51.096',92.155
'0:51.100',92.155
'0:51.104',92.400
'0:51.108',92.277
'0:51.112',92.155
'0:51.116',92.155
'0:51.120',92.338
'0:51.124',92.155
'0:51.128',92.155
'0:51.132',92.155
'0:51.136',92.155
'0:51.140',92.094
'0:51.144',92.216
'0:51.148',92.338
'0:51.152',92.155
'0:51.156',92.155
'0:51.160',92.277
'0:51.164',92.400
'0:51.168',92.155
'0:51.172',92.277
'0:51.176',92.216
'0:51.180',92.277
'0:51.184',92.216
'0:51.188',92.338
'0:51.192',92.277
'0:51.196',92.216
'0:51.200',92.277
'0:51.204',92.277
'0:51.208',92.277
'0:51.212',92.155
'0:51.216',92.400
'0:51.220',92.277
'0:51.224',92.277
'0:51.228',92.277
'0:51.232',92.277
'0:51.236',92.155
'0:51.240',92.155
'0:51.244',92.400
'0:51.248',92.216
'0:51.252',92.155
'0:51.256',92.216
'0:51.260',92.400
'0:51.264',92.155
'0:51.268',92.155
'0:51.272',92.338
'0:51.276',92.400
'0:51.280',92.216
'0:51.284',92.216
'0:51.288',92.400
'0:51.292',92.400
'0:51.296',92.155
'0:51.300',92.155
'0:51.304',92.400
'0:51.308',92.277
'0:51.312',92.277
'0:51.316',92.216
'0:51.320',92.400
'0:51.324',92.155
'0:51.328',92.277
'0:51.332',92.277
'0:51.336',92.277
'0:51.340',92.216
'0:51.344',92.338
'0:51.348',92.338
'0:51.352',92.155
'0:51.356',92.277
'0:51.360',92.400
'0:51.364',92.338
'0:51.368',92.155
'0:51.372',92.338
'0:51.376',92.338
'0:51.380',92.277
'0:51.384',92.277
'0:51.388',92.338
'0:51.392',92.277
'0:51.396',92.216
'0:51.400',92.338
'0:51.404',92.277
'0:51.408',92.338
'0:51.412',92.155
'0:51.416',92.338
'0:51.420',92.216
'0:51.424',92.155
'0:51.428',92.277
'0:51.432',92.338
'0:51.436',92.155
'0:51.440',92.155
'0:51.444',92.338
'0:51.448',92.277
'0:51.452',92.155
'0:51.456',92.216
'0:51.460',92.400
'0:51.464',92.277
'0:51.468',92.155
'0:51.472',92.216
'0:51.476',92.400
'0:51.480',92.277
'0:51.484',92.277
'0:51.488',92.338
'0:51.492',92.400
'0:51.496',92.216
'0:51.500',92.216
'0:51.504',92.400
'0:51.508',92.216
'0:51.512',92.216
'0:51.516',92.155
'0:51.520',92.338
'0:51.524',92.155
'0:51.528',92.338
'0:51.532',92.216
'0:51.536',92.216
'0:51.540',92.277
'0:51.544',92.400
'0:51.548',92.338
'0:51.552',92.155
'0:51.556',92.277
'0:51.560',92.338
'0:51.564',92.400
'0:51.568',92.155
'0:51.572',92.277
'0:51.576',92.277
'0:51.580',92.216
'0:51.584',92.277
'0:51.588',92.338
'0:51.592',92.155
'0:51.596',92.216
'0:51.600',92.338
'0:51.604',92.277
'0:51.608',92.155
'0:51.612',92.155
'0:51.616',92.338
'0:51.620',92.155
'0:51.624',92.155
'0:51.628',92.216
'0:51.632',92.277
'0:51.636',92.094
'0:51.640',92.155
'0:51.644',92.400
'0:51.648',92.338
'0:51.652',92.094
'0:51.656',92.216
'0:51.660',92.400
'0:51.664',92.400
'0:51.668',92.155
'0:51.672',92.277
'0:51.676',92.400
'0:51.680',92.155
'0:51.684',92.216
'0:51.688',92.277
'0:51.692',92.338
'0:51.696',92.155
'0:51.700',92.216
'0:51.704',92.400
'0:51.708',92.155
'0:51.712',92.216
'0:51.716',92.216
'0:51.720',92.338
'0:51.724',92.216
'0:51.728',92.277
'0:51.732',92.216
'0:51.736',92.216
'0:51.740',92.277
'0:51.744',92.277
'0:51.748',92.277
'0:51.752',92.155
'0:51.756',92.277
'0:51.760',92.400
'0:51.764',92.277
'0:51.768',92.155
'0:51.772',92.338
'0:51.776',92.277
'0:51.780',92.216
'0:51.784',92.277
'0:51.788',92.338
'0:51.792',92.155
'0:51.796',92.277
'0:51.800',92.277
'0:51.804',92.277
'0:51.808',92.094
'0:51.812',92.155
'0:51.816',92.338
'0:51.820',92.155
'0:51.824',92.155
'0:51.828',92.277
'0:51.832',92.400
'0:51.836',92.094
'0:51.840',92.216
'0:51.844',92.338
'0:51.848',92.277
'0:51.852',92.094
'0:51.856',92.155
'0:51.860',92.400
'0:51.864',92.338
'0:51.868',92.216
'0:51.872',92.155
'0:51.876',92.277
'0:51.880',92.155
'0:51.884',92.216
'0:51.888',92.277
'0:51.892',92.216
'0:51.896',92.155
'0:51.900',92.277
'0:51.904',92.277
'0:51.908',92.216
'0:51.912',92.216
'0:51.916',92.277
'0:51.920',92.338
'0:51.924',92.277
'0:51.928',92.338
'0:51.932',92.155
'0:51.936',92.277
'0:51.940',92.216
'0:51.944',92.400
'0:51.948',92.155
'0:51.952',92.216
'0:51.956',92.277
'0:51.960',92.400
'0:51.964',92.277
'0:51.968',92.277
'0:51.972',92.338
'0:51.976',92.216
'0:51.980',92.155
'0:51.984',92.155
'0:51.988',92.338
'0:51.992',92.155
'0:51.996',92.155
'0:52.000',92.338
'0:52.004',92.400
'0:52.008',92.155
'0:52.012',92.216
'0:52.016',92.400
'0:52.020',92.216
'0:52.024',92.216
'0:52.028',92.277
'0:52.032',92.400
'0:52.036',92.155
'0:52.040',92.216
'0:52.044',92.277
'0:52.048',92.338
'0:52.052',92.094
'0:52.056',92.155
'0:52.060',92.338
'0:52.064',92.400
'0:52.068',92.155
'0:52.072',92.216
'0:52.076',92.277
'0:52.080',92.277
'0:52.084',92.338
'0:52.088',92.338
'0:52.092',92.216
'0:52.096',92.155
'0:52.100',92.338
'0:52.104',92.216
'0:52.108',92.216
'0:52.112',92.277
'0:52.116',92.338
'0:52.120',92.277
'0:52.124',92.277
'0:52.128',92.400
'0:52.132',92.277
'0:52.136',92.216
'0:52.140',92.277
'0:52.144',92.400
'0:52.148',92.277
'0:52.152',92.277
'0:52.156',92.216
'0:52.160',92.400
'0:52.164',92.155
'0:52.168',92.155
'0:52.172',92.400
'0:52.176',92.216
'0:52.180',92.155
'0:52.184',92.216
'0:52.188',92.338
'0:52.192',92.094
'0:52.196',92.155
'0:52.200',92.277
'0:52.204',92.338
'0:52.208',92.216
'0:52.212',92.277
'0:52.216',92.338
'0:52.220',92.216
'0:52.224',92.277
'0:52.228',92.338
'0:52.232',92.400
'0:52.236',92.155
'0:52.240',92.338
'0:52.244',92.338
'0:52.248',92.338
'0:52.252',92.155
'0:52.256',92.216
'0:52.260',92.338
'0:52.264',92.277
'0:52.268',92.155
'0:52.272',92.277
'0:52.276',92.338
'0:52.280',92.155
'0:52.284',92.216
'0:52.288',92.277
'0:52.292',92.216
'0:52.296',92.155
'0:52.300',92.216
'0:52.304',92.155
'0:52.308',92.277
'0:52.312',92.277
'0:52.316',92.338
'0:52.320',92.155
'0:52.324',92.338
'0:52.328',92.338
'0:52.332',92.338
'0:52.336',92.155
'0:52.340',92.277
'0:52.344',92.461
'0:52.348',92.216
'0:52.352',92.155
'0:52.356',92.216
'0:52.360',92.338
'0:52.364',92.155
'0:52.368',92.216
'0:52.372',92.338
'0:52.376',92.216
'0:52.380',92.155
'0:52.384',92.338
'0:52.388',92.400
'0:52.392',92.155
'0:52.396',92.155
'0:52.400',92.277
'0:52.404',92.461
'0:52.408',92.155
'0:52.412',92.277
'0:52.416',92.338
'0:52.420',92.277
'0:52.424',92.277
'0:52.428',92.338
'0:52.432',92.400
'0:52.436',92.155
'0:52.440',92.338
'0:52.444',92.338
'0:52.448',92.400
'0:52.452',92.155
'0:52.456',92.277
'0:52.460',92.216
'0:52.464',92.277
'0:52.468',92.277
'0:52.472',92.338
'0:52.476',92.338
'0:52.480',92.277
'0:52.484',92.400
'0:52.488',92.338
'0:52.492',92.400
'0:52.496',92.277
'0:52.500',92.400
'0:52.504',92.400
'0:52.508',92.400
'0:52.512',92.400
'0:52.516',92.461
'0:52.520',92.155
'0:52.524',92.338
'0:52.528',92.522
'0:52.532',92.400
'0:52.536',92.216
'0:52.540',92.277
'0:52.544',92.522
'0:52.548',92.338
'0:52.552',92.216
'0:52.556',92.338
'0:52.560',92.400
'0:52.564',92.277
'0:52.568',92.277
'0:52.572',92.522
'0:52.576',92.277
'0:52.580',92.216
'0:52.584',92.400
'0:52.588',92.522
'0:52.592',92.338
'0:52.596',92.277
'0:52.600',92.338
'0:52.604',92.461
'0:52.608',92.338
'0:52.612',92.400
'0:52.616',92.400
'0:52.620',92.400
'0:52.624',92.338
'0:52.628',92.400
'0:52.632',92.461
'0:52.636',92.277
'0:52.640',92.338
'0:52.644',92.461
'0:52.648',92.400
'0:52.652',92.277
'0:52.656',92.338
'0:52.660',92.277
'0:52.664',92.338
'0:52.668',92.400
'0:52.672',92.400
'0:52.676',92.155
'0:52.680',92.338
'0:52.684',92.400
'0:52.688',92.400
'0:52.692',92.400
'0:52.696',92.338
'0:52.700',92.461
'0:52.704',92.338
'0:52.708',92.338
'0:52.712',92.400
'0:52.716',92.461
'0:52.720',92.277
'0:52.724',92.338
'0:52.728',92.522
'0:52.732',92.400
'0:52.736',92.155
'0:52.740',92.277
'0:52.744',92.522
'0:52.748',92.338
'0:52.752',92.338
'0:52.756',92.338
'0:52.760',92.400
'0:52.764',92.277
'0:52.768',92.338
'0:52.772',92.400
'0:52.776',92.400
'0:52.780',92.277
'0:52.784',92.338
'0:52.788',92.522
'0:52.792',92.338
'0:52.796',92.400
'0:52.800',92.400
'0:52.804',92.522
'0:52.808',92.400
'0:52.812',92.461
'0:52.816',92.400
'0:52.820',92.400
'0:52.824',92.400
'0:52.828',92.461
'0:52.832',92.400
'0:52.836',92.338
'0:52.840',92.400
'0:52.844',92.461
'0:52.848',92.461
'0:52.852',92.338
'0:52.856',92.461
'0:52.860',92.277
'0:52.864',92.400
'0:52.868',92.400
'0:52.872',92.461
'0:52.876',92.338
'0:52.880',92.338
'0:52.884',92.400
'0:52.888',92.400
'0:52.892',92.400
'0:52.896',92.400
'0:52.900',92.461
'0:52.904',92.338
'0:52.908',92.461
'0:52.912',92.400
'0:52.916',92.400
'0:52.920',92.155
'0:52.924',92.277
'0:52.928',92.400
'0:52.932',92.338
'0:52.936',92.155
'0:52.940',92.338
'0:52.944',92.522
'0:52.948',92.338
'0:52.952',92.338
'0:52.956',92.338
'0:52.960',92.400
'0:52.964',92.216
'0:52.968',92.277
'0:52.972',92.400
'0:52.976',92.400
'0:52.980',92.338
'0:52.984',92.400
'0:52.988',92.400
'0:52.992',92.400
'0:52.996',92.338
'0:53.000',92.400
'0:53.004',92.400
'0:53.008',92.338
'0:53.012',92.400
'0:53.016',92.338
'0:53.020',92.277
'0:53.024',92.277
'0:53.028',92.522
'0:53.032',92.400
'0:53.036',92.338
'0:53.040',92.400
'0:53.044',92.461
'0:53.048',92.522
'0:53.052',92.400
'0:53.056',92.400
'0:53.060',92.216
'0:53.064',92.400
'0:53.068',92.400
'0:53.072',92.400
'0:53.076',92.277
'0:53.080',92.338
'0:53.084',92.400
'0:53.088',92.461
'0:53.092',92.338
'0:53.096',92.338
'0:53.100',92.461
'0:53.104',92.400
'0:53.108',92.277
'0:53.112',92.400
'0:53.116',92.461
'0:53.120',92.155
'0:53.124',92.400
'0:53.128',92.522
'0:53.132',92.400
'0:53.136',92.155
'0:53.140',92.338
'0:53.144',92.461
'0:53.148',92.400
'0:53.152',92.338
'0:53.156',92.400
'0:53.160',92.400
'0:53.164',92.338
'0:53.168',92.461
'0:53.172',92.522
'0:53.176',92.461
'0:53.180',92.461
'0:53.184',92.461
'0:53.188',92.522
'0:53.192',92.461
'0:53.196',92.400
'0:53.200',92.400
'0:53.204',92.400
'0:53.208',92.400
'0:53.212',92.522
'0:53.216',92.400
'0:53.220',92.338
'0:53.224',92.400
'0:53.228',92.583
'0:53.232',92.338
'0:53.236',92.338
'0:53.240',92.400
'0:53.244',92.461
'0:53.248',92.400
'0:53.252',92.400
'0:53.256',92.522
'0:53.260',92.400
'0:53.264',92.461
'0:53.268',92.400
'0:53.272',92.522
'0:53.276',92.400
'0:53.280',92.461
'0:53.284',92.583
'0:53.288',92.522
'0:53.292',92.400
'0:53.296',92.400
'0:53.300',92.522
'0:53.304',92.400
'0:53.308',92.400
'0:53.312',92.461
'0:53.316',92.522
'0:53.320',92.277
'0:53.324',92.400
'0:53.328',92.461
'0:53.332',92.461
'0:53.336',92.277
'0:53.340',92.522
'0:53.344',92.522
'0:53.348',92.400
'0:53.352',92.461
'0:53.356',92.400
'0:53.360',92.522
'0:53.364',92.400
'0:53.368',92.461
'0:53.372',92.461
'0:53.376',92.461
'0:53.380',92.400
'0:53.384',92.522
'0:53.388',92.522
'0:53.392',92.461
'0:53.396',92.522
'0:53.400',92.400
'0:53.404',92.338
'0:53.408',92.400
'0:53.412',92.461
'0:53.416',92.400
'0:53.420',92.400
'0:53.424',92.400
'0:53.428',92.522
'0:53.432',92.338
'0:53.436',92.400
'0:53.440',92.522
'0:53.444',92.400
'0:53.448',92.400
'0:53.452',92.400
'0:53.456',92.522
'0:53.460',92.400
'0:53.464',92.338
'0:53.468',92.400
'0:53.472',92.522
'0:53.476',92.338
'0:53.480',92.400
'0:53.484',92.461
'0:53.488',92.400
'0:53.492',92.338
'0:53.496',92.400
'0:53.500',92.522
'0:53.504',92.400
'0:53.508',92.400
'0:53.512',92.583
'0:53.516',92.522
'0:53.520',92.277
'0:53.524',92.461
'0:53.528',92.461
'0:53.532',92.522
'0:53.536',92.400
'0:53.540',92.461
'0:53.544',92.522
'0:53.548',92.400
'0:53.552',92.400
'0:53.556',92.461
'0:53.560',92.583
'0:53.564',92.400
'0:53.568',92.522
'0:53.572',92.461
'0:53.576',92.400
'0:53.580',92.400
'0:53.584',92.522
'0:53.588',92.400
'0:53.592',92.461
'0:53.596',92.461
'0:53.600',92.461
'0:53.604',92.461
'0:53.608',92.400
'0:53.612',92.583
'0:53.616',92.400
'0:53.620',92.400
'0:53.624',92.461
'0:53.628',92.522
'0:53.632',92.400
'0:53.636',92.400
'0:53.640',92.583
'0:53.644',92.461
'0:53.648',92.400
'0:53.652',92.400
'0:53.656',92.522
'0:53.660',92.400
'0:53.664',92.400
'0:53.668',92.400
'0:53.672',92.522
'0:53.676',92.338
'0:53.680',92.400
'0:53.684',92.461
'0:53.688',92.461
'0:53.692',92.338
'0:53.696',92.522
'0:53.700',92.522
'0:53.704',92.400
'0:53.708',92.400
'0:53.712',92.522
'0:53.716',92.583
'0:53.720',92.338
'0:53.724',92.461
'0:53.728',92.522
'0:53.732',92.583
'0:53.736',92.338
'0:53.740',92.461
'0:53.744',92.522
'0:53.748',92.461
'0:53.752',92.400
'0:53.756',92.583
'0:53.760',92.522
'0:53.764',92.400
'0:53.768',92.522
'0:53.772',92.522
'0:53.776',92.461
'0:53.780',92.400
'0:53.784',92.522
'0:53.788',92.400
'0:53.792',92.461
'0:53.796',92.461
'0:53.800',92.461
'0:53.804',92.400
'0:53.808',92.461
'0:53.812',92.583
'0:53.816',92.644
'0:53.820',92.461
'0:53.824',92.644
'0:53.828',92.644
'0:53.832',92.461
'0:53.836',92.522
'0:53.840',92.644
'0:53.844',92.644
'0:53.848',92.522
'0:53.852',92.644
'0:53.856',92.766
'0:53.860',92.644
'0:53.864',92.522
'0:53.868',92.644
'0:53.872',92.705
'0:53.876',92.583
'0:53.880',92.644
'0:53.884',92.644
'0:53.888',92.644
'0:53.892',92.522
'0:53.896',92.644
'0:53.900',92.705
'0:53.904',92.583
'0:53.908',92.644
'0:53.912',92.705
'0:53.916',92.766
'0:53.920',92.461
'0:53.924',92.644
'0:53.928',92.705
'0:53.932',92.766
'0:53.936',92.522
'0:53.940',92.705
'0:53.944',92.644
'0:53.948',92.644
'0:53.952',92.705
'0:53.956',92.766
'0:53.960',92.644
'0:53.964',92.644
'0:53.968',92.644
'0:53.972',92.644
'0:53.976',92.644
'0:53.980',92.583
'0:53.984',92.705
'0:53.988',92.583
'0:53.992',92.583
'0:53.996',92.705
'0:54.000',92.644
'0:54.004',92.461
'0:54.008',92.644
'0:54.012',92.705
'0:54.016',92.644
'0:54.020',92.644
'0:54.024',92.583
'0:54.028',92.766
'0:54.032',92.583
'0:54.036',92.644
'0:54.040',92.644
'0:54.044',92.644
'0:54.048',92.461
'0:54.052',92.644
'0:54.056',92.705
'0:54.060',92.583
'0:54.064',92.522
'0:54.068',92.644
'0:54.072',92.705
'0:54.076',92.644
'0:54.080',92.644
'0:54.084',92.644
'0:54.088',92.644
'0:54.092',92.644
'0:54.096',92.644
'0:54.100',92.644
'0:54.104',92.522
'0:54.108',92.644
'0:54.112',92.705
'0:54.116',92.705
'0:54.120',92.583
'0:54.124',92.644
'0:54.128',92.766
'0:54.132',92.705
'0:54.136',92.644
'0:54.140',92.644
'0:54.144',92.583
'0:54.148',92.644
'0:54.152',92.644
'0:54.156',92.766
'0:54.160',92.644
'0:54.164',92.583
'0:54.168',92.705
'0:54.172',92.583
'0:54.176',92.644
'0:54.180',92.644
'0:54.184',92.828
'0:54.188',92.583
'0:54.192',92.644
'0:54.196',92.644
'0:54.200',92.766
'0:54.204',92.461
'0:54.208',92.644
'0:54.212',92.828
'0:54.216',92.644
'0:54.220',92.522
'0:54.224',92.644
'0:54.228',92.766
'0:54.232',92.644
'0:54.236',92.644
'0:54.240',92.644
'0:54.244',92.705
'0:54.248',92.461
'0:54.252',92.644
'0:54.256',92.766
